lat,lon,depth,geometry
45.16797,12.464844,-23.812695,POINT (45.16796875 12.46484375)
45.16797,12.472656,-23.651808,POINT (45.16796875 12.47265625)
45.16797,12.480469,-24.091066,POINT (45.16796875 12.48046875)
45.16797,12.488281,-24.852474,POINT (45.16796875 12.48828125)
45.16797,12.496094,-25.061954,POINT (45.16796875 12.49609375)
45.16797,12.503906,-25.454926,POINT (45.16796875 12.50390625)
45.16797,12.511719,-25.532429,POINT (45.16796875 12.51171875)
45.16797,12.519531,-25.405138,POINT (45.16796875 12.51953125)
45.16797,12.527344,-25.220789,POINT (45.16796875 12.52734375)
45.16797,12.535156,-24.984913,POINT (45.16796875 12.53515625)
45.16797,12.542969,-24.787107,POINT (45.16796875 12.54296875)
45.16797,12.550781,-24.687613,POINT (45.16796875 12.55078125)
45.16797,12.558594,-24.655231,POINT (45.16796875 12.55859375)
45.16797,12.566406,-24.676834,POINT (45.16796875 12.56640625)
45.16797,12.574219,-24.74647,POINT (45.16796875 12.57421875)
45.16797,12.582031,-24.827763,POINT (45.16796875 12.58203125)
45.16797,12.589844,-24.864027,POINT (45.16796875 12.58984375)
45.16797,12.597656,-24.905285,POINT (45.16796875 12.59765625)
45.16797,12.605469,-24.955355,POINT (45.16796875 12.60546875)
45.16797,12.613281,-24.975061,POINT (45.16796875 12.61328125)
45.16797,12.621094,-25.261404,POINT (45.16796875 12.62109375)
45.16797,12.628906,-25.91905,POINT (45.16796875 12.62890625)
45.16797,12.636719,-25.998657,POINT (45.16796875 12.63671875)
45.16797,12.644531,-26.247463,POINT (45.16796875 12.64453125)
45.16797,12.652344,-26.900526,POINT (45.16796875 12.65234375)
45.16797,12.660156,-27.306728,POINT (45.16796875 12.66015625)
45.16797,12.667969,-27.469519,POINT (45.16796875 12.66796875)
45.16797,12.675781,-27.568235,POINT (45.16796875 12.67578125)
45.16797,12.683594,-27.673166,POINT (45.16796875 12.68359375)
45.16797,12.691406,-27.771524,POINT (45.16796875 12.69140625)
